Unnamed: 0,from_author,from_author_name,from_author_gender,to_author,to_author_name,to_author_gender,year,times
56602,296968206,dana minbaeva,minority,2293144314,richard w beatty,majority,2013,1
56603,1271181986,ron s kenett,majority,2293144314,richard w beatty,majority,2006,1
56604,1899698785,sara de gieter,minority,2293144314,richard w beatty,majority,2014,1
56605,2169515874,gregory john lee,majority,2293144314,richard w beatty,majority,2018,1
56606,2715215259,dalia rachmanmoore,minority,2293144314,richard w beatty,majority,2006,1
56607,2022917442,arshad zaheer,majority,2293144314,richard w beatty,majority,2011,1
56608,2170783472,russell korte,majority,2293144314,richard w beatty,majority,2015,1
56609,2143241858,chengfei tsai,majority,2293144314,richard w beatty,majority,2006,1
56610,2714284296,shuling wu,minority,2293144314,richard w beatty,majority,2006,1
56613,2158425250,saba colakoglu,minority,2293144314,richard w beatty,majority,2013,1
56614,1878734214,nicky dries,minority,2293144314,richard w beatty,majority,2014,1
56615,2106393000,jonathan lavelle,majority,2293144314,richard w beatty,majority,2016,1
56616,2114847742,anthony mcdonnell,majority,2293144314,richard w beatty,majority,2016,1
56617,2159781457,paola cillo,minority,2293144314,richard w beatty,majority,2008,1
56618,2081171685,dionne pohler,minority,2293144314,richard w beatty,majority,2018,1
56619,2570305385,jinmin wang,majority,2293144314,richard w beatty,majority,2015,1
56620,2313073389,jessica li,minority,2293144314,richard w beatty,majority,2015,1
56621,2009202369,rossella cappetta,minority,2293144314,richard w beatty,majority,2008,1
56622,204594668,claus j varnes,majority,2293144314,richard w beatty,majority,2010,1
56623,2211668081,shlomo y tarba,majority,2293144314,richard w beatty,majority,2015,1
56624,2007431831,xin chuai,minority,2293144314,richard w beatty,majority,2010,1
56625,2007431831,xin chuai,minority,2293144314,richard w beatty,majority,2011,1
56626,2793371291,paul iles,majority,2293144314,richard w beatty,majority,2010,1
56627,2793371291,paul iles,majority,2293144314,richard w beatty,majority,2011,1
56629,2915810958,marta gasparin,minority,2293144314,richard w beatty,majority,2010,1
56630,247409254,diana stormnielsen,minority,2293144314,richard w beatty,majority,2010,1
56631,2085657448,erik johnsen vinther,majority,2293144314,richard w beatty,majority,2010,1
56632,2077854163,alison nussbaumer,minority,2293144314,richard w beatty,majority,2010,1
56633,731913393,wendy merkley,minority,2293144314,richard w beatty,majority,2010,1
56634,1964753014,marco guerci,majority,2293144314,richard w beatty,majority,2012,1
56635,1193207908,chelsea willness,minority,2293144314,richard w beatty,majority,2018,1
56636,2200108794,peter sinelli,majority,2293144314,richard w beatty,majority,2011,1
56637,2111310950,waheed akbar bhatti,majority,2293144314,richard w beatty,majority,2011,1
56639,2983257772,kashif urrehman,majority,2293144314,richard w beatty,majority,2011,1
56640,2647510919,alicja miś,minority,2293144314,richard w beatty,majority,2011,1
56641,2097534836,george c banks,majority,2293144314,richard w beatty,majority,2015,2
56642,2311109687,mohammad faisal ahammad,majority,2293144314,richard w beatty,majority,2015,1
56643,2054445872,marina latukha,minority,2293144314,richard w beatty,majority,2017,1
56644,2299712656,doren chadee,minority,2293144314,richard w beatty,majority,2012,1
56645,2164109990,revti raman,minority,2293144314,richard w beatty,majority,2012,1
56646,2259398727,yu zhou,majority,2293144314,richard w beatty,majority,2012,1
56647,2537985025,shuai zhang,majority,2293144314,richard w beatty,majority,2012,1
56648,2534734018,david bright,majority,2293144314,richard w beatty,majority,2012,1
56649,2138158425,andrea kim,majority,2293144314,richard w beatty,majority,2012,1
56651,2663788855,yingying zhang,minority,2293144314,richard w beatty,majority,2012,1
56652,2655413393,jun liu,majority,2293144314,richard w beatty,majority,2012,1
56654,2167333482,wardah azimah sumardi,minority,2293144314,richard w beatty,majority,2014,1
56655,2156699669,angelika schmidt,minority,2293144314,richard w beatty,majority,2013,1
56656,2223760147,yuan jiang,minority,2293144314,richard w beatty,majority,2013,1
56657,2182182174,nana yaw oppong,minority,2293144314,richard w beatty,majority,2013,1
56658,2741987831,philip chengfei tsai,majority,2293144314,richard w beatty,majority,2013,1
56659,2557211880,shih yu cheng,majority,2293144314,richard w beatty,majority,2014,1
56661,2602000233,asif akhtar,majority,2293144314,richard w beatty,majority,2014,1
56662,2690937989,parvaiz talib,majority,2293144314,richard w beatty,majority,2014,1
56663,2574796969,ahmad,majority,2293144314,richard w beatty,majority,2014,1
56664,2635720797,paul r niven,majority,2293144314,richard w beatty,majority,2014,1
56665,2271850470,heba makram,minority,2293144314,richard w beatty,majority,2015,1
56666,2537508440,jiali zhang,minority,2293144314,richard w beatty,majority,2015,1
56667,2092286901,sven kepes,majority,2293144314,richard w beatty,majority,2015,2
56668,2256900596,ryan lamare,majority,2293144314,richard w beatty,majority,2016,1
56669,2782180570,karin a king,minority,2293144314,richard w beatty,majority,2016,1
56670,1968945062,pernilla bolander,minority,2293144314,richard w beatty,majority,2017,1
56671,2320114552,kajsa asplund,minority,2293144314,richard w beatty,majority,2017,1
56672,2172936602,joseph a schmidt,majority,2293144314,richard w beatty,majority,2018,1
56673,2761119345,lan wang,minority,2293144314,richard w beatty,majority,2018,1
56674,2251194279,richard d cotton,majority,2293144314,richard w beatty,majority,2018,1
68754,1965974990,peter gilmour,majority,1965974990,peter gilmour,majority,1979,1
68756,57298903,lawson k savery,majority,1965974990,peter gilmour,majority,1998,1
68758,2313133696,rita m choy,minority,1965974990,peter gilmour,majority,1998,1
68764,1965974990,peter gilmour,majority,601944112,russell d lansbury,majority,1979,1
68765,601944112,russell d lansbury,majority,601944112,russell d lansbury,majority,1994,1
68766,601944112,russell d lansbury,majority,601944112,russell d lansbury,majority,2003,3
68767,601944112,russell d lansbury,majority,601944112,russell d lansbury,majority,2004,1
68768,601944112,russell d lansbury,majority,601944112,russell d lansbury,majority,2005,1
68769,601944112,russell d lansbury,majority,601944112,russell d lansbury,majority,2006,2
68770,601944112,russell d lansbury,majority,601944112,russell d lansbury,majority,2009,1
68771,601944112,russell d lansbury,majority,601944112,russell d lansbury,majority,2012,1
68772,601944112,russell d lansbury,majority,601944112,russell d lansbury,majority,2013,1
68775,57298903,lawson k savery,majority,601944112,russell d lansbury,majority,1998,1
68805,2313133696,rita m choy,minority,601944112,russell d lansbury,majority,1998,1
68886,2259398727,yu zhou,majority,601944112,russell d lansbury,majority,2012,1
68892,2663788855,yingying zhang,minority,601944112,russell d lansbury,majority,2012,1
68893,2655413393,jun liu,majority,601944112,russell d lansbury,majority,2012,1
82971,2128215546,kim s cameron,minority,2128215546,kim s cameron,minority,1987,1
82972,2128215546,kim s cameron,minority,2128215546,kim s cameron,minority,1994,1
82973,2128215546,kim s cameron,minority,2128215546,kim s cameron,minority,2006,2
82974,2128215546,kim s cameron,minority,2128215546,kim s cameron,minority,2008,1
82978,2055193450,bilha mannheim,minority,2128215546,kim s cameron,minority,1996,1
82990,2111773694,steven h appelbaum,majority,2128215546,kim s cameron,minority,1994,1
82991,2111773694,steven h appelbaum,majority,2128215546,kim s cameron,minority,1998,1
82992,2111773694,steven h appelbaum,majority,2128215546,kim s cameron,minority,1999,2
82993,2111773694,steven h appelbaum,majority,2128215546,kim s cameron,minority,2002,1
82994,2111773694,steven h appelbaum,majority,2128215546,kim s cameron,minority,2003,2
83035,2106666900,adrian john wilkinson,majority,2128215546,kim s cameron,minority,2010,2
83040,2344217343,aneil k mishra,majority,2128215546,kim s cameron,minority,1994,1
83068,1936188603,paul teague,majority,2128215546,kim s cameron,minority,2014,2
83079,2135049179,karen e mishra,minority,2128215546,kim s cameron,minority,1994,1
83080,2128251712,a thornhill,majority,2128215546,kim s cameron,minority,1998,2
83086,2158447491,william k roche,majority,2128215546,kim s cameron,minority,2014,2
83088,2134776663,nadia labib,minority,2128215546,kim s cameron,minority,1994,1
83101,2009785431,andrew hede,majority,2128215546,kim s cameron,minority,1997,1
83110,2674033142,diana winstanley,minority,2128215546,kim s cameron,minority,1997,1
83115,2136927107,mark n k saunders,majority,2128215546,kim s cameron,minority,1998,2
83119,2135291793,tom bramble,majority,2128215546,kim s cameron,minority,1997,1
83126,2204449376,clive gilson,majority,2128215546,kim s cameron,minority,1996,1
83127,2204449376,clive gilson,majority,2128215546,kim s cameron,minority,2004,2
83129,2763280628,zehava rosenblatt,minority,2128215546,kim s cameron,minority,1996,1
83133,1930305869,craig r littler,majority,2128215546,kim s cameron,minority,1997,1
83134,1930305869,craig r littler,majority,2128215546,kim s cameron,minority,2004,1
83135,1930305869,craig r littler,majority,2128215546,kim s cameron,minority,2012,1
83136,2894365331,richard dunford,majority,2128215546,kim s cameron,minority,1997,1
83137,2396216455,dirk buyens,majority,2128215546,kim s cameron,minority,2002,1
83138,2242409178,gracie ebadan,minority,2128215546,kim s cameron,minority,1997,1
83169,2530969626,terry h wagar,majority,2128215546,kim s cameron,minority,2009,2
83200,207541774,kamel mellahi,majority,2128215546,kim s cameron,minority,2010,2
83208,2208199671,koen dewettinck,majority,2128215546,kim s cameron,minority,2002,1
83333,2143241858,chengfei tsai,majority,2128215546,kim s cameron,minority,2006,1
83334,2714284296,shuling wu,minority,2128215546,kim s cameron,minority,2006,1
83398,2211668081,shlomo y tarba,majority,2128215546,kim s cameron,minority,2017,1
83517,2741987831,philip chengfei tsai,majority,2128215546,kim s cameron,minority,2013,1
87987,1952078778,manuel london,majority,1952078778,manuel london,majority,1984,1
87988,1952078778,manuel london,majority,1952078778,manuel london,majority,1993,2
87989,1952078778,manuel london,majority,1952078778,manuel london,majority,1997,1
87990,1952078778,manuel london,majority,1952078778,manuel london,majority,1999,1
87991,1952078778,manuel london,majority,1952078778,manuel london,majority,2002,2
88009,2166611424,richard w beatty,majority,1952078778,manuel london,majority,1993,1
88105,1899698785,sara de gieter,minority,1952078778,manuel london,majority,2014,1
88134,1878734214,nicky dries,minority,1952078778,manuel london,majority,2014,1
88388,2293144314,richard w beatty,majority,334485187,john f rockart,majority,1991,1
127284,1970367484,cary l cooper,minority,1207569220,charles j fombrun,majority,1994,1
127285,1970367484,cary l cooper,minority,1207569220,charles j fombrun,majority,2004,1
127288,2613556465,michel e domsch,majority,1207569220,charles j fombrun,majority,1985,1
127290,217461061,noel m tichy,majority,1207569220,charles j fombrun,majority,1982,1
127309,1952078778,manuel london,majority,1207569220,charles j fombrun,majority,1998,2
127336,2344445818,torsten j gerpott,majority,1207569220,charles j fombrun,majority,1985,1
127343,2343814807,patrick gunnigle,majority,1207569220,charles j fombrun,majority,1994,1
127344,2343814807,patrick gunnigle,majority,1207569220,charles j fombrun,majority,2000,1
127345,2343814807,patrick gunnigle,majority,1207569220,charles j fombrun,majority,2002,1
127346,2343814807,patrick gunnigle,majority,1207569220,charles j fombrun,majority,2006,1
127347,2343814807,patrick gunnigle,majority,1207569220,charles j fombrun,majority,2015,1
127363,57298903,lawson k savery,majority,1207569220,charles j fombrun,majority,1998,1
127382,1996474448,paul sparrow,majority,1207569220,charles j fombrun,majority,1987,1
127383,1996474448,paul sparrow,majority,1207569220,charles j fombrun,majority,1998,1
127457,2136489993,brian e becker,majority,1207569220,charles j fombrun,majority,1999,1
127459,2106666900,adrian john wilkinson,majority,1207569220,charles j fombrun,majority,1995,1
127460,2106666900,adrian john wilkinson,majority,1207569220,charles j fombrun,majority,2014,1
127503,1980955998,hugh scullion,majority,1207569220,charles j fombrun,majority,2013,1
127512,1764289251,paul m swiercz,majority,1207569220,charles j fombrun,majority,1992,2
127513,2157846728,marjorie l icenogle,minority,1207569220,charles j fombrun,majority,1992,2
127536,1936188603,paul teague,majority,1207569220,charles j fombrun,majority,1994,1
127537,1936188603,paul teague,majority,1207569220,charles j fombrun,majority,2011,1
127556,2128251712,a thornhill,majority,1207569220,charles j fombrun,majority,1998,1
127606,59350411,mark a huselid,majority,1207569220,charles j fombrun,majority,1999,1
127623,673695052,paula caligiuri,minority,1207569220,charles j fombrun,majority,1995,1
127624,673695052,paula caligiuri,minority,1207569220,charles j fombrun,majority,1998,1
127659,2674033142,diana winstanley,minority,1207569220,charles j fombrun,majority,1996,1
127671,2136927107,mark n k saunders,majority,1207569220,charles j fombrun,majority,1998,1
127672,2136927107,mark n k saunders,majority,1207569220,charles j fombrun,majority,2010,1
127677,2806342673,rozhan othman,minority,1207569220,charles j fombrun,majority,1996,1
127678,2806342673,rozhan othman,minority,1207569220,charles j fombrun,majority,2000,1
127679,2806342673,rozhan othman,minority,1207569220,charles j fombrun,majority,2001,1
127745,2313133696,rita m choy,minority,1207569220,charles j fombrun,majority,1998,1
127817,207541774,kamel mellahi,majority,1207569220,charles j fombrun,majority,2010,1
127844,2159025027,david preece,majority,1207569220,charles j fombrun,majority,2010,1
127845,2159025027,david preece,majority,1207569220,charles j fombrun,majority,2011,1
127938,2289568242,david g collings,majority,1207569220,charles j fombrun,majority,2006,1
127939,2289568242,david g collings,majority,1207569220,charles j fombrun,majority,2010,1
127958,296968206,dana minbaeva,minority,1207569220,charles j fombrun,majority,2005,1
128133,2158425250,saba colakoglu,minority,1207569220,charles j fombrun,majority,2016,1
128218,2211668081,shlomo y tarba,majority,1207569220,charles j fombrun,majority,2019,1
128240,2007431831,xin chuai,minority,1207569220,charles j fombrun,majority,2010,1
128241,2007431831,xin chuai,minority,1207569220,charles j fombrun,majority,2011,1
128245,2793371291,paul iles,majority,1207569220,charles j fombrun,majority,2010,1
128246,2793371291,paul iles,majority,1207569220,charles j fombrun,majority,2011,1
128274,1964753014,marco guerci,majority,1207569220,charles j fombrun,majority,2013,1
128325,2311109687,mohammad faisal ahammad,majority,1207569220,charles j fombrun,majority,2019,1
145798,2613556465,michel e domsch,majority,2344445818,torsten j gerpott,majority,1984,1
145799,2613556465,michel e domsch,majority,2344445818,torsten j gerpott,majority,1985,1
145800,2613556465,michel e domsch,majority,2344445818,torsten j gerpott,majority,1987,1
145802,2344445818,torsten j gerpott,majority,2344445818,torsten j gerpott,majority,1984,1
145803,2344445818,torsten j gerpott,majority,2344445818,torsten j gerpott,majority,1985,1
145804,2344445818,torsten j gerpott,majority,2344445818,torsten j gerpott,majority,1987,1
145808,57298903,lawson k savery,majority,2344445818,torsten j gerpott,majority,1998,1
145824,2313133696,rita m choy,minority,2344445818,torsten j gerpott,majority,1998,1
145830,2172294833,patrick chang boon lee,majority,2344445818,torsten j gerpott,majority,2003,1
151348,2111773694,steven h appelbaum,majority,2111773694,steven h appelbaum,majority,1998,1
151349,2111773694,steven h appelbaum,majority,2111773694,steven h appelbaum,majority,2002,2
151350,2111773694,steven h appelbaum,majority,2111773694,steven h appelbaum,majority,2003,3
151351,2111773694,steven h appelbaum,majority,2111773694,steven h appelbaum,majority,2009,1
151352,2111773694,steven h appelbaum,majority,2111773694,steven h appelbaum,majority,2011,1
151353,2111773694,steven h appelbaum,majority,2111773694,steven h appelbaum,majority,2012,1
151354,2111773694,steven h appelbaum,majority,2111773694,steven h appelbaum,majority,2013,2
151355,2111773694,steven h appelbaum,majority,2111773694,steven h appelbaum,majority,2015,1
151356,2111773694,steven h appelbaum,majority,2111773694,steven h appelbaum,majority,2017,7
151357,57298903,lawson k savery,majority,2111773694,steven h appelbaum,majority,1998,1
151384,2204449376,clive gilson,majority,2111773694,steven h appelbaum,majority,2004,1
151391,2313133696,rita m choy,minority,2111773694,steven h appelbaum,majority,1998,1
151479,2211668081,shlomo y tarba,majority,2111773694,steven h appelbaum,majority,2020,2
151511,2054445872,marina latukha,minority,2111773694,steven h appelbaum,majority,2013,1
152077,1970367484,cary l cooper,minority,94365740,mary anne devanna,minority,1994,1
152078,1970367484,cary l cooper,minority,94365740,mary anne devanna,minority,2004,2
152083,217461061,noel m tichy,majority,94365740,mary anne devanna,minority,1982,1
152084,217461061,noel m tichy,majority,94365740,mary anne devanna,minority,1988,1
152085,217461061,noel m tichy,majority,94365740,mary anne devanna,minority,1990,1
152093,2293144314,richard w beatty,majority,94365740,mary anne devanna,minority,1991,1
152109,1952078778,manuel london,majority,94365740,mary anne devanna,minority,1998,2
152146,94365740,mary anne devanna,minority,94365740,mary anne devanna,minority,1990,1
152147,2343814807,patrick gunnigle,majority,94365740,mary anne devanna,minority,1994,1
152148,2343814807,patrick gunnigle,majority,94365740,mary anne devanna,minority,2000,1
152149,2343814807,patrick gunnigle,majority,94365740,mary anne devanna,minority,2002,1
152150,2343814807,patrick gunnigle,majority,94365740,mary anne devanna,minority,2006,1
152151,2343814807,patrick gunnigle,majority,94365740,mary anne devanna,minority,2015,1
152172,57298903,lawson k savery,majority,94365740,mary anne devanna,minority,1998,1
152192,1996474448,paul sparrow,majority,94365740,mary anne devanna,minority,1987,1
152193,1996474448,paul sparrow,majority,94365740,mary anne devanna,minority,1998,1
152291,2136489993,brian e becker,majority,94365740,mary anne devanna,minority,1999,1
152293,2106666900,adrian john wilkinson,majority,94365740,mary anne devanna,minority,1995,1
